,symbol,metric,value
11436,SYF,MTBM&T Bank Corporation,160.21
11437,SYF,ALLYAlly Financial Inc.,49.93
11444,SNPS,Previous Close,347.01
11445,SNPS,Open,349.36
11446,SNPS,Bid,333.88 x 800
11447,SNPS,Ask,353.00 x 900
11448,SNPS,Day's Range,343.32 - 349.36
11449,SNPS,52 Week Range,211.20 - 349.36
11450,SNPS,Volume,"459,067"
11451,SNPS,Avg. Volume,"684,603"
11452,SNPS,Market Cap,52.728B
11453,SNPS,Beta (5Y Monthly),1.12
11454,SNPS,PE Ratio (TTM),72.08
11455,SNPS,EPS (TTM),4.80
11456,SNPS,Earnings Date,"Dec 01, 2021"
11457,SNPS,Forward Dividend & Yield,N/A (N/A)
11458,SNPS,Ex-Dividend Date,N/A
11459,SNPS,1y Target Est,330.41
11460,SNPS,Symbol,Last Price
11461,SNPS,"CDNSCadence Design Systems, Inc.",182.34
11462,SNPS,"ANSSANSYS, Inc.",394.43
11463,SNPS,"XLNXXilinx, Inc.",215.27
11464,SNPS,"ADSKAutodesk, Inc.",326.39
11465,SNPS,KLACKLA Corporation,413.06
11472,SYY,Previous Close,76.21
11473,SYY,Open,76.60
11474,SYY,Bid,0.00 x 800
11475,SYY,Ask,0.00 x 800
11476,SYY,Day's Range,76.01 - 77.30
11477,SYY,52 Week Range,68.90 - 86.73
11478,SYY,Volume,"1,718,207"
11479,SYY,Avg. Volume,"2,152,450"
11480,SYY,Market Cap,39.182B
11481,SYY,Beta (5Y Monthly),1.34
11482,SYY,PE Ratio (TTM),57.38
11483,SYY,EPS (TTM),1.33
11484,SYY,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
11485,SYY,Forward Dividend & Yield,1.88 (2.47%)
11486,SYY,Ex-Dividend Date,"Sep 30, 2021"
11487,SYY,1y Target Est,89.70
11488,SYY,Symbol,Last Price
11489,SYY,CLColgate-Palmolive Company,78.30
11490,SYY,KMBKimberly-Clark Corporation,134.78
11491,SYY,"ADPAutomatic Data Processing, Inc.",233.06
11492,SYY,ITWIllinois Tool Works Inc.,239.02
11493,SYY,EMREmerson Electric Co.,96.38
11500,TMUS,Previous Close,118.24
11501,TMUS,Open,117.99
11502,TMUS,Bid,117.77 x 900
11503,TMUS,Ask,117.74 x 1100
11504,TMUS,Day's Range,115.77 - 118.30
11505,TMUS,52 Week Range,114.69 - 150.20
11506,TMUS,Volume,"4,871,950"
11507,TMUS,Avg. Volume,"5,226,181"
11508,TMUS,Market Cap,147.101B
11509,TMUS,Beta (5Y Monthly),0.52
11510,TMUS,PE Ratio (TTM),44.27
11511,TMUS,EPS (TTM),2.66
11512,TMUS,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
11513,TMUS,Forward Dividend & Yield,N/A (N/A)
11514,TMUS,Ex-Dividend Date,"May 01, 2013"
11515,TMUS,1y Target Est,171.46
11516,TMUS,Symbol,Last Price
11517,TMUS,"SSentinelOne, Inc.",71.55
11518,TMUS,AVGOBroadcom Inc.,565.77
11519,TMUS,"SWKSSkyworks Solutions, Inc.",163.21
11520,TMUS,"PYPLPayPal Holdings, Inc.",212.54
11521,TMUS,EAElectronic Arts Inc.,141.28
11528,TROW,Previous Close,216.98
11529,TROW,Open,217.29
11530,TROW,Bid,210.00 x 800
11531,TROW,Ask,221.65 x 1200
11532,TROW,Day's Range,215.39 - 218.42
11533,TROW,52 Week Range,135.00 - 224.56
11534,TROW,Volume,"481,414"
11535,TROW,Avg. Volume,"982,929"
11536,TROW,Market Cap,48.526B
11537,TROW,Beta (5Y Monthly),1.22
11538,TROW,PE Ratio (TTM),16.27
11539,TROW,EPS (TTM),13.27
11540,TROW,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
11541,TROW,Forward Dividend & Yield,4.32 (2.00%)
11542,TROW,Ex-Dividend Date,"Dec 15, 2021"
11543,TROW,1y Target Est,212.50
11544,TROW,Symbol,Last Price
11545,TROW,"BENFranklin Resources, Inc.",35.74
11546,TROW,CINFCincinnati Financial Corporation,121.48
11547,TROW,"SWKStanley Black & Decker, Inc.",194.21
11548,TROW,"GWWW.W. Grainger, Inc.",484.42
11549,TROW,VFCV.F. Corporation,77.26
11556,TTWO,Previous Close,187.83
11557,TTWO,Open,185.19
11558,TTWO,Bid,176.65 x 900
11559,TTWO,Ask,177.60 x 1800
11560,TTWO,Day's Range,174.82 - 185.11
11561,TTWO,52 Week Range,144.58 - 214.91
11562,TTWO,Volume,"2,126,963"
11563,TTWO,Avg. Volume,"1,212,271"
11564,TTWO,Market Cap,20.477B
11565,TTWO,Beta (5Y Monthly),0.61
11566,TTWO,PE Ratio (TTM),36.72
11567,TTWO,EPS (TTM),4.84
11568,TTWO,Earnings Date,"Feb 07, 2022 - Feb 11, 2022"
11569,TTWO,Forward Dividend & Yield,N/A (N/A)
11570,TTWO,Ex-Dividend Date,N/A
11571,TTWO,1y Target Est,214.56
11572,TTWO,Symbol,Last Price
11573,TTWO,EAElectronic Arts Inc.,141.28
11574,TTWO,"ATVIActivision Blizzard, Inc.",70.43
11575,TTWO,TWLOTwilio Inc.,304.50
11576,TTWO,"NOWServiceNow, Inc.",682.57
11577,TTWO,"TTDThe Trade Desk, Inc.",105.45
11584,TPR,Previous Close,46.18
11585,TPR,Open,46.50
11586,TPR,Bid,45.52 x 1000
11587,TPR,Ask,45.53 x 1800
11588,TPR,Day's Range,45.39 - 46.74
11589,TPR,52 Week Range,26.78 - 49.67
11590,TPR,Volume,"4,218,558"
11591,TPR,Avg. Volume,"3,481,862"
11592,TPR,Market Cap,12.672B
11593,TPR,Beta (5Y Monthly),N/A
11594,TPR,PE Ratio (TTM),15.58
11595,TPR,EPS (TTM),2.92
11596,TPR,Earnings Date,"Feb 10, 2022"
11597,TPR,Forward Dividend & Yield,1.00 (2.20%)
11598,TPR,Ex-Dividend Date,"Dec 02, 2021"
11599,TPR,1y Target Est,54.52
11600,TPR,Symbol,Last Price
11601,TPR,CPRICapri Holdings Limited,63.34
11602,TPR,PVHPVH Corp.,120.28
11603,TPR,"RVLVRevolve Group, Inc.",84.98
11604,TPR,RLRalph Lauren Corporation,124.91
11605,TPR,"JWNNordstrom, Inc.",33.59
11612,TGT,Previous Close,260.02
11613,TGT,Open,262.79
11614,TGT,Bid,264.17 x 800
11615,TGT,Ask,264.24 x 800
11616,TGT,Day's Range,261.40 - 268.98
11617,TGT,52 Week Range,160.51 - 268.98
11618,TGT,Volume,"3,630,960"
11619,TGT,Avg. Volume,"2,928,650"
11620,TGT,Market Cap,128.894B
11621,TGT,Beta (5Y Monthly),1.03
11622,TGT,PE Ratio (TTM),21.07
11623,TGT,EPS (TTM),12.53
11624,TGT,Earnings Date,"Nov 17, 2021"
11625,TGT,Forward Dividend & Yield,3.60 (1.38%)
11626,TGT,Ex-Dividend Date,"Nov 16, 2021"
11627,TGT,1y Target Est,284.29
11628,TGT,Symbol,Last Price
11629,TGT,WMTWalmart Inc.,146.49
11630,TGT,COSTCostco Wholesale Corporation,518.56
11631,TGT,"LOWLowe's Companies, Inc.",235.30
11632,TGT,"HDThe Home Depot, Inc.",370.15
11633,TGT,"BBYBest Buy Co., Inc.",132.80
11640,TEL,Previous Close,163.23
11641,TEL,Open,162.76
11642,TEL,Bid,109.51 x 1100
11643,TEL,Ask,166.00 x 1000
11644,TEL,Day's Range,160.71 - 164.53
11645,TEL,52 Week Range,108.17 - 164.53
11646,TEL,Volume,"1,553,855"
11647,TEL,Avg. Volume,"1,450,790"
11648,TEL,Market Cap,53.616B
11649,TEL,Beta (5Y Monthly),1.35
11650,TEL,PE Ratio (TTM),24.21
11651,TEL,EPS (TTM),6.79
11652,TEL,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
11653,TEL,Forward Dividend & Yield,2.00 (1.22%)
11654,TEL,Ex-Dividend Date,"Nov 18, 2021"
11655,TEL,1y Target Est,N/A
11656,TEL,Symbol,Last Price
11657,TEL,PNRPentair plc,75.82
11658,TEL,APHAmphenol Corporation,84.02
11659,TEL,XYLXylem Inc.,130.53
11660,TEL,"FISFidelity National Information Services, Inc.",116.86
11661,TEL,SEESealed Air Corporation,66.12
11668,TDY,Previous Close,446.57
11669,TDY,Open,445.17
11670,TDY,Bid,449.28 x 800
11671,TDY,Ask,449.55 x 1100
11672,TDY,Day's Range,444.77 - 456.17
11673,TDY,52 Week Range,304.58 - 465.40
11674,TDY,Volume,"395,317"
11675,TDY,Avg. Volume,"285,487"
11676,TDY,Market Cap,20.937B
11677,TDY,Beta (5Y Monthly),1.14
11678,TDY,PE Ratio (TTM),45.20
11679,TDY,EPS (TTM),9.94
11680,TDY,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
11681,TDY,Forward Dividend & Yield,N/A (N/A)
11682,TDY,Ex-Dividend Date,N/A
11683,TDY,1y Target Est,533.43
11684,TDY,Symbol,Last Price
11685,TDY,TDGTransDigm Group Incorporated,623.82
11686,TDY,HEIHEICO Corporation,139.39
11687,TDY,CWCurtiss-Wright Corporation,127.68
11688,TDY,TFXTeleflex Incorporated,356.94
11689,TDY,"HIIHuntington Ingalls Industries, Inc.",202.73
11696,TFX,Previous Close,347.36
11697,TFX,Open,345.67
11698,TFX,Bid,356.92 x 800
11699,TFX,Ask,357.44 x 1000
11700,TFX,Day's Range,343.29 - 359.40
11701,TFX,52 Week Range,312.69 - 449.38
11702,TFX,Volume,"501,045"
11703,TFX,Avg. Volume,"251,632"
11704,TFX,Market Cap,16.705B
11705,TFX,Beta (5Y Monthly),1.17
11706,TFX,PE Ratio (TTM),39.04
11707,TFX,EPS (TTM),9.14
11708,TFX,Earnings Date,"Oct 28, 2021"
11709,TFX,Forward Dividend & Yield,1.36 (0.38%)
11710,TFX,Ex-Dividend Date,"Aug 13, 2021"
11711,TFX,1y Target Est,455.67
11712,TFX,Symbol,Last Price
11713,TFX,STESTERIS plc,233.74
11714,TFX,MTDMettler-Toledo International Inc.,"1,480.88"
11715,TFX,"COOThe Cooper Companies, Inc.",416.92
11716,TFX,IEXIDEX Corporation,222.57
11717,TFX,IQVIQVIA Holdings Inc.,261.42
11724,TER,Previous Close,143.21
11725,TER,Open,144.01
11726,TER,Bid,144.99 x 800
11727,TER,Ask,147.00 x 800
11728,TER,Day's Range,142.81 - 146.36
11729,TER,52 Week Range,102.67 - 147.90
11730,TER,Volume,"1,009,770"
11731,TER,Avg. Volume,"1,464,686"
11732,TER,Market Cap,23.83B
11733,TER,Beta (5Y Monthly),1.40
11734,TER,PE Ratio (TTM),27.54
11735,TER,EPS (TTM),5.31
11736,TER,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
11737,TER,Forward Dividend & Yield,0.40 (0.27%)
11738,TER,Ex-Dividend Date,"Nov 23, 2021"
11739,TER,1y Target Est,156.40
11740,TER,Symbol,Last Price
11741,TER,KLACKLA Corporation,413.28
11742,TER,"XLNXXilinx, Inc.",213.80
11743,TER,LRCXLam Research Corporation,624.42
11744,TER,"QRVOQorvo, Inc.",160.50
11745,TER,"ADIAnalog Devices, Inc.",184.79
11752,TSLA,Previous Close,"1,033.42"
11753,TSLA,Open,"1,017.63"
11754,TSLA,Bid,"1,004.50 x 1100"
11755,TSLA,Ask,0.00 x 1300
11756,TSLA,Day's Range,"978.64 - 1,031.98"
11757,TSLA,52 Week Range,"433.01 - 1,243.49"
11758,TSLA,Volume,"34,052,728"
11759,TSLA,Avg. Volume,"23,464,476"
11760,TSLA,Market Cap,1.018T
11761,TSLA,Beta (5Y Monthly),2.01
11762,TSLA,PE Ratio (TTM),330.96
11763,TSLA,EPS (TTM),3.06
11764,TSLA,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
11765,TSLA,Forward Dividend & Yield,N/A (N/A)
11766,TSLA,Ex-Dividend Date,N/A
11767,TSLA,1y Target Est,817.01
11768,TSLA,Symbol,Last Price
11769,TSLA,"AMZNAmazon.com, Inc.","3,545.68"
11770,TSLA,AAPLApple Inc.,150.00
11771,TSLA,"FBMeta Platforms, Inc.",347.56
11772,TSLA,"NFLXNetflix, Inc.",679.33
11773,TSLA,GOOGAlphabet Inc.,"2,987.76"
11780,TXN,Previous Close,190.08
11781,TXN,Open,191.22
11782,TXN,Bid,188.84 x 800
11783,TXN,Ask,191.50 x 1000
11784,TXN,Day's Range,188.50 - 191.91
11785,TXN,52 Week Range,152.71 - 202.26
11786,TXN,Volume,"2,985,254"
11787,TXN,Avg. Volume,"3,620,056"
11788,TXN,Market Cap,174.759B
11789,TXN,Beta (5Y Monthly),0.94
11790,TXN,PE Ratio (TTM),24.30
11791,TXN,EPS (TTM),7.79
11792,TXN,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
11793,TXN,Forward Dividend & Yield,4.60 (2.43%)
11794,TXN,Ex-Dividend Date,"Oct 29, 2021"
11795,TXN,1y Target Est,204.48
11796,TXN,Symbol,Last Price
11797,TXN,"AMATApplied Materials, Inc.",156.27
11798,TXN,"ADIAnalog Devices, Inc.",185.06
11799,TXN,"XLNXXilinx, Inc.",215.27
11800,TXN,QCOMQUALCOMM Incorporated,168.51
11801,TXN,"MUMicron Technology, Inc.",76.78
11808,TXT,Previous Close,76.87
11809,TXT,Open,76.81
11810,TXT,Bid,72.63 x 800
11811,TXT,Ask,77.87 x 800
11812,TXT,Day's Range,76.64 - 77.27
11813,TXT,52 Week Range,44.19 - 78.13
11814,TXT,Volume,"626,184"
11815,TXT,Avg. Volume,"1,135,860"
11816,TXT,Market Cap,16.979B
11817,TXT,Beta (5Y Monthly),1.75
11818,TXT,PE Ratio (TTM),22.66
11819,TXT,EPS (TTM),3.40
11820,TXT,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
11821,TXT,Forward Dividend & Yield,0.08 (0.10%)
11822,TXT,Ex-Dividend Date,"Dec 09, 2021"
11823,TXT,1y Target Est,N/A
11824,TXT,Symbol,Last Price
11825,TXT,GDGeneral Dynamics Corporation,200.97
11826,TXT,NOCNorthrop Grumman Corporation,359.65
11827,TXT,PHParker-Hannifin Corporation,334.00
11828,TXT,TDGTransDigm Group Incorporated,643.00
11829,TXT,SNASnap-on Incorporated,221.25
11836,TMO,Previous Close,635.25
11837,TMO,Open,636.59
11838,TMO,Bid,0.00 x 800
11839,TMO,Ask,0.00 x 1000
11840,TMO,Day's Range,632.01 - 639.26
11841,TMO,52 Week Range,433.52 - 643.52
11842,TMO,Volume,"778,888"
11843,TMO,Avg. Volume,"1,237,656"
11844,TMO,Market Cap,249.18B
11845,TMO,Beta (5Y Monthly),0.72
11846,TMO,PE Ratio (TTM),29.35
11847,TMO,EPS (TTM),21.54
11848,TMO,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
11849,TMO,Forward Dividend & Yield,1.04 (0.16%)
11850,TMO,Ex-Dividend Date,"Dec 14, 2021"
11851,TMO,1y Target Est,675.60
11852,TMO,Symbol,Last Price
11853,TMO,DHRDanaher Corporation,299.68
11854,TMO,SYKStryker Corporation,261.89
11855,TMO,"BDXBecton, Dickinson and Company",243.68
11856,TMO,"ILMNIllumina, Inc.",378.94
11857,TMO,ZTSZoetis Inc.,216.06
11864,TJX,Previous Close,68.80
11865,TJX,Open,69.31
11866,TJX,Bid,0.00 x 900
11867,TJX,Ask,0.00 x 1100
11868,TJX,Day's Range,69.16 - 70.48
11869,TJX,52 Week Range,59.12 - 76.16
11870,TJX,Volume,"6,234,096"
11871,TJX,Avg. Volume,"6,627,532"
11872,TJX,Market Cap,83.36B
11873,TJX,Beta (5Y Monthly),0.96
11874,TJX,PE Ratio (TTM),33.91
11875,TJX,EPS (TTM),2.04
11876,TJX,Earnings Date,"Nov 17, 2021"
11877,TJX,Forward Dividend & Yield,1.04 (1.51%)
11878,TJX,Ex-Dividend Date,"Nov 09, 2021"
11879,TJX,1y Target Est,84.18
11880,TJX,Symbol,Last Price
11881,TJX,"ROSTRoss Stores, Inc.",115.45
11882,TJX,KSSKohl's Corporation,58.36
11883,TJX,"DLTRDollar Tree, Inc.",129.23
11884,TJX,DGDollar General Corporation,227.00
11885,TJX,"JWNNordstrom, Inc.",33.22
11892,TSCO,Previous Close,221.16
11893,TSCO,Open,222.43
11894,TSCO,Bid,0.00 x 800
11895,TSCO,Ask,240.00 x 900
11896,TSCO,Day's Range,221.19 - 223.60
11897,TSCO,52 Week Range,128.00 - 224.83
11898,TSCO,Volume,"511,303"
11899,TSCO,Avg. Volume,"744,810"
11900,TSCO,Market Cap,25.368B
11901,TSCO,Beta (5Y Monthly),0.94
11902,TSCO,PE Ratio (TTM),28.50
11903,TSCO,EPS (TTM),7.82
11904,TSCO,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
11905,TSCO,Forward Dividend & Yield,2.08 (0.94%)
11906,TSCO,Ex-Dividend Date,"Nov 19, 2021"
11907,TSCO,1y Target Est,223.96
11908,TSCO,Symbol,Last Price
11909,TSCO,"ORLYO'Reilly Automotive, Inc.",649.76
11910,TSCO,"ULTAUlta Beauty, Inc.",401.73
11911,TSCO,"ROSTRoss Stores, Inc.",115.45
11912,TSCO,DGDollar General Corporation,227.00
11913,TSCO,"DLTRDollar Tree, Inc.",129.23
11920,TT,Previous Close,188.67
11921,TT,Open,190.21
11922,TT,Bid,0.00 x 800
11923,TT,Ask,0.00 x 900
11924,TT,Day's Range,188.65 - 192.95
11925,TT,52 Week Range,137.08 - 207.06
11926,TT,Volume,"1,069,511"
11927,TT,Avg. Volume,"1,116,315"
11928,TT,Market Cap,45.824B
11929,TT,Beta (5Y Monthly),1.24
11930,TT,PE Ratio (TTM),34.68
11931,TT,EPS (TTM),5.56
11932,TT,Earnings Date,"Feb 03, 2022 - Feb 07, 2022"
11933,TT,Forward Dividend & Yield,2.36 (1.22%)
11934,TT,Ex-Dividend Date,"Dec 02, 2021"
11935,TT,1y Target Est,N/A
11936,TT,Symbol,Last Price
11937,TT,ALLEAllegion plc,135.18
11938,TT,CARRCarrier Global Corporation,56.12
11939,TT,JJacobs Engineering Group Inc.,145.42
11940,TT,IEXIDEX Corporation,235.05
11941,TT,INFOIHS Markit Ltd.,125.55
11948,TDG,Previous Close,643.00
11949,TDG,Open,648.45
11950,TDG,Bid,635.00 x 800
11951,TDG,Ask,652.79 x 1000
11952,TDG,Day's Range,641.75 - 656.59
11953,TDG,52 Week Range,517.37 - 688.03
11954,TDG,Volume,"241,008"
11955,TDG,Avg. Volume,"239,721"
11956,TDG,Market Cap,36.029B
11957,TDG,Beta (5Y Monthly),1.54
11958,TDG,PE Ratio (TTM),79.06
11959,TDG,EPS (TTM),8.27
11960,TDG,Earnings Date,"Nov 16, 2021"
11961,TDG,Forward Dividend & Yield,N/A (N/A)
11962,TDG,Ex-Dividend Date,"Dec 27, 2019"
11963,TDG,1y Target Est,709.38
11964,TDG,Symbol,Last Price
11965,TDG,HEIHEICO Corporation,146.60
11966,TDG,"ROPRoper Technologies, Inc.",485.63
11967,TDG,"VRSKVerisk Analytics, Inc.",218.03
11968,TDG,"HIIHuntington Ingalls Industries, Inc.",190.41
11969,TDG,TDYTeledyne Technologies Incorporated,443.84
11976,TRV,Previous Close,157.42
11977,TRV,Open,158.01
11978,TRV,Bid,0.00 x 1400
11979,TRV,Ask,0.00 x 800
11980,TRV,Day's Range,157.38 - 159.09
11981,TRV,52 Week Range,129.57 - 163.29
11982,TRV,Volume,"1,153,132"
11983,TRV,Avg. Volume,"1,167,533"
11984,TRV,Market Cap,38.884B
11985,TRV,Beta (5Y Monthly),0.77
11986,TRV,PE Ratio (TTM),11.07
11987,TRV,EPS (TTM),14.28
11988,TRV,Earnings Date,"Jan 19, 2022 - Jan 24, 2022"
11989,TRV,Forward Dividend & Yield,3.52 (2.24%)
11990,TRV,Ex-Dividend Date,"Dec 09, 2021"
11991,TRV,1y Target Est,164.00
11992,TRV,Symbol,Last Price
11993,TRV,CBChubb Limited,193.16
11994,TRV,AXPAmerican Express Company,183.13
11995,TRV,ALLThe Allstate Corporation,114.80
11996,TRV,UNHUnitedHealth Group Incorporated,450.80
11997,TRV,"HIGThe Hartford Financial Services Group, Inc.",72.33
12004,TRMB,Previous Close,86.69
12005,TRMB,Open,86.98
12006,TRMB,Bid,86.69 x 800
12007,TRMB,Ask,92.00 x 800
12008,TRMB,Day's Range,86.82 - 87.85
12009,TRMB,52 Week Range,56.01 - 96.49
12010,TRMB,Volume,"889,470"
12011,TRMB,Avg. Volume,"1,094,746"
12012,TRMB,Market Cap,21.916B
12013,TRMB,Beta (5Y Monthly),1.54
12014,TRMB,PE Ratio (TTM),39.74
12015,TRMB,EPS (TTM),2.20
12016,TRMB,Earnings Date,"Feb 08, 2022 - Feb 14, 2022"
12017,TRMB,Forward Dividend & Yield,N/A (N/A)
12018,TRMB,Ex-Dividend Date,N/A
12019,TRMB,1y Target Est,96.33
12020,TRMB,Symbol,Last Price
12021,TRMB,IRDMIridium Communications Inc.,42.02
12022,TRMB,"ANSSANSYS, Inc.",394.43
12023,TRMB,"TERTeradyne, Inc.",148.17
12024,TRMB,TDYTeledyne Technologies Incorporated,443.84
12025,TRMB,"KTOSKratos Defense & Security Solutions, Inc.",21.82
12032,TFC,Previous Close,62.70
12033,TFC,Open,62.97
12034,TFC,Bid,0.00 x 1200
12035,TFC,Ask,0.00 x 1300
12036,TFC,Day's Range,62.76 - 63.38
12037,TFC,52 Week Range,45.44 - 65.42
12038,TFC,Volume,"3,064,476"
12039,TFC,Avg. Volume,"4,501,993"
12040,TFC,Market Cap,84.472B
12041,TFC,Beta (5Y Monthly),1.30
12042,TFC,PE Ratio (TTM),14.93
12043,TFC,EPS (TTM),4.24
12044,TFC,Earnings Date,"Jan 18, 2022"
12045,TFC,Forward Dividend & Yield,1.92 (3.06%)
12046,TFC,Ex-Dividend Date,"Nov 10, 2021"
12047,TFC,1y Target Est,66.26
12048,TFC,Symbol,Last Price
12049,TFC,"CFGCitizens Financial Group, Inc.",49.95
12050,TFC,FRCFirst Republic Bank,219.76
12051,TFC,WLTWWillis Towers Watson Public Limited Company,229.36
12052,TFC,"CTVACorteva, Inc.",48.37
12053,TFC,GLGlobe Life Inc.,94.58
12060,TWTR,Previous Close,54.08
12061,TWTR,Open,54.11
12062,TWTR,Bid,53.58 x 1800
12063,TWTR,Ask,53.59 x 1100
12064,TWTR,Day's Range,53.15 - 54.93
12065,TWTR,52 Week Range,41.61 - 80.75
12066,TWTR,Volume,"8,485,457"
12067,TWTR,Avg. Volume,"11,274,313"
12068,TWTR,Market Cap,42.795B
12069,TWTR,Beta (5Y Monthly),0.67
12070,TWTR,PE Ratio (TTM),N/A
12071,TWTR,EPS (TTM),-0.23
12072,TWTR,Earnings Date,"Oct 26, 2021"
12073,TWTR,Forward Dividend & Yield,N/A (N/A)
12074,TWTR,Ex-Dividend Date,N/A
12075,TWTR,1y Target Est,69.11
12076,TWTR,Symbol,Last Price
12077,TWTR,"FBMeta Platforms, Inc.",335.90
12078,TWTR,SNAPSnap Inc.,54.59
12079,TWTR,BABAAlibaba Group Holding Limited,160.35
12080,TWTR,"NFLXNetflix, Inc.",656.03
12081,TWTR,"SQSquare, Inc.",230.15
12088,TYL,Previous Close,536.86
12089,TYL,Open,537.79
12090,TYL,Bid,541.70 x 1000
12091,TYL,Ask,542.15 x 1000
12092,TYL,Day's Range,534.41 - 546.98
12093,TYL,52 Week Range,372.80 - 546.98
12094,TYL,Volume,"223,168"
12095,TYL,Avg. Volume,"147,766"
12096,TYL,Market Cap,22.187B
12097,TYL,Beta (5Y Monthly),0.62
12098,TYL,PE Ratio (TTM),142.02
12099,TYL,EPS (TTM),3.83
12100,TYL,Earnings Date,"Oct 27, 2021"
12101,TYL,Forward Dividend & Yield,N/A (N/A)
12102,TYL,Ex-Dividend Date,"Jan 31, 1990"
12103,TYL,1y Target Est,549.42
12104,TYL,Symbol,Last Price
12105,TYL,"ANSSANSYS, Inc.",379.58
12106,TYL,"WSTWest Pharmaceutical Services, Inc.",429.88
12107,TYL,MKTXMarketAxess Holdings Inc.,408.67
12108,TYL,"FLTFLEETCOR Technologies, Inc.",247.41
12109,TYL,TDYTeledyne Technologies Incorporated,449.22
12116,TSN,Previous Close,81.23
12117,TSN,Open,81.00
12118,TSN,Bid,83.38 x 1100
12119,TSN,Ask,83.42 x 800
12120,TSN,Day's Range,80.56 - 84.78
12121,TSN,52 Week Range,60.52 - 84.78
12122,TSN,Volume,"2,564,995"
12123,TSN,Avg. Volume,"1,536,606"
12124,TSN,Market Cap,30.605B
12125,TSN,Beta (5Y Monthly),0.78
12126,TSN,PE Ratio (TTM),13.06
12127,TSN,EPS (TTM),6.42
12128,TSN,Earnings Date,"Nov 15, 2021"
12129,TSN,Forward Dividend & Yield,1.78 (2.19%)
12130,TSN,Ex-Dividend Date,"Nov 30, 2021"
12131,TSN,1y Target Est,86.50
12132,TSN,Symbol,Last Price
12133,TSN,HRLHormel Foods Corporation,43.51
12134,TSN,"CAGConagra Brands, Inc.",32.20
12135,TSN,CPBCampbell Soup Company,41.78
12136,TSN,KKellogg Company,63.77
12137,TSN,"GISGeneral Mills, Inc.",63.63
12144,ULTA,Previous Close,395.57
12145,ULTA,Open,396.43
12146,ULTA,Bid,396.01 x 800
12147,ULTA,Ask,397.50 x 900
12148,ULTA,Day's Range,394.11 - 400.77
12149,ULTA,52 Week Range,258.00 - 414.98
12150,ULTA,Volume,"391,332"
12151,ULTA,Avg. Volume,"737,750"
12152,ULTA,Market Cap,21.553B
12153,ULTA,Beta (5Y Monthly),1.67
12154,ULTA,PE Ratio (TTM),30.60
12155,ULTA,EPS (TTM),12.96
12156,ULTA,Earnings Date,"Dec 02, 2021"
12157,ULTA,Forward Dividend & Yield,N/A (N/A)
12158,ULTA,Ex-Dividend Date,"Mar 16, 2012"
12159,ULTA,1y Target Est,428.64
12160,ULTA,Symbol,Last Price
12161,ULTA,LULULululemon Athletica Inc.,452.59
12162,ULTA,"ROSTRoss Stores, Inc.",115.50
12163,ULTA,"DLTRDollar Tree, Inc.",113.08
12164,ULTA,TSCOTractor Supply Company,221.16
12165,ULTA,"TJXThe TJX Companies, Inc.",68.80
12172,USB,Previous Close,60.78
12173,USB,Open,60.72
12174,USB,Bid,60.50 x 2900
12175,USB,Ask,60.77 x 1000
12176,USB,Day's Range,59.96 - 60.81
12177,USB,52 Week Range,42.34 - 63.01
12178,USB,Volume,"3,681,376"
12179,USB,Avg. Volume,"5,097,971"
12180,USB,Market Cap,89.709B
12181,USB,Beta (5Y Monthly),1.10
12182,USB,PE Ratio (TTM),12.14
12183,USB,EPS (TTM),4.98
12184,USB,Earnings Date,"Jan 19, 2022"
12185,USB,Forward Dividend & Yield,1.84 (3.03%)
12186,USB,Ex-Dividend Date,"Sep 29, 2021"
12187,USB,1y Target Est,66.52
12188,USB,Symbol,Last Price
12189,USB,BKThe Bank of New York Mellon Corporation,60.08
12190,USB,WFCWells Fargo & Company,50.96
12191,USB,"PNCThe PNC Financial Services Group, Inc.",203.61
12192,USB,AXPAmerican Express Company,181.89
12193,USB,MSMorgan Stanley,99.85
12200,UAA,Previous Close,25.02
12201,UAA,Open,25.30
12202,UAA,Bid,0.00 x 1200
12203,UAA,Ask,0.00 x 1300
12204,UAA,Day's Range,25.11 - 25.87
12205,UAA,52 Week Range,15.43 - 27.28
12206,UAA,Volume,"3,292,424"
12207,UAA,Avg. Volume,"5,954,381"
12208,UAA,Market Cap,11.328B
12209,UAA,Beta (5Y Monthly),1.29
12210,UAA,PE Ratio (TTM),27.34
12211,UAA,EPS (TTM),0.94
12212,UAA,Earnings Date,"Feb 08, 2022 - Feb 14, 2022"
12213,UAA,Forward Dividend & Yield,N/A (N/A)
12214,UAA,Ex-Dividend Date,N/A
12215,UAA,1y Target Est,30.13
12216,UAA,Symbol,Last Price
12217,UAA,"UAUnder Armour, Inc.",21.87
